country,city,operator,quality
"Russia","Novokuznetsk","АО Федеральная пассажирская компания","Estimated routing"
"Russia","Novokuznetsk","ГУ Кузбасспассажиравтотранс","Estimated routing"
"Russia","Novokuznetsk","ИП Лавриненко В.В.","Estimated routing"
"Russia","Novokuznetsk","ИП Потанин А.М.","Estimated routing"
"Russia","Novokuznetsk","ИП Хусаинов Тагир Каюмович","Estimated routing"
"Russia","Novokuznetsk","МТП-1","Estimated routing"
"Russia","Novokuznetsk","МТП-2","Estimated routing"
"Russia","Novokuznetsk","МТП-3","Estimated routing"
"Russia","Novokuznetsk","МУП Новокузнецкэлектротранс","Estimated routing"
"Russia","Novokuznetsk","Междуреченское ГПАТП Кемеровской области","Estimated routing"
"Russia","Novokuznetsk","Мысковская АК","Estimated routing"
"Russia","Novokuznetsk","Новокузнецкое МТТП","Estimated routing"
"Russia","Novokuznetsk","Новокузнецкое ПАТП 1","Estimated routing"
"Russia","Novokuznetsk","ОАО «РЖД» (АО «Кузбасс-Пригород»)","Estimated routing"
"Russia","Novokuznetsk","ОАО Новокузнецкое ПАТП 1","Estimated routing"
"Russia","Novokuznetsk","ОАО Новокузнецкое ПАТП 4","Estimated routing"
"Russia","Novokuznetsk","ООО ГК Профи","Estimated routing"
"Russia","Novokuznetsk","ООО НСК-Авто ООО СибАвто","Estimated routing"
"Russia","Novokuznetsk","ООО Питер Авто","Estimated routing"
"Russia","Novokuznetsk","ООО ПитерАвто","Estimated routing"
"Russia","Novokuznetsk","ООО СибАвто ООО НСК-Авто","Estimated routing"
"Russia","Novokuznetsk","ООО СибАвтотранс","Estimated routing"
"Russia","Novokuznetsk","ООО Томскавтоэкспресс ГУ Кузбасспассажиравтотранс","Estimated routing"
"Russia","Novokuznetsk","ОСП ООО Питеравто","Estimated routing"
"Russia","Novokuznetsk","Осинниковское ГПАТП КО","Estimated routing"
"Russia","Novoshakhtinsk","Transit agency (Gukovo)","Estimated routing"
"Russia","Novoshakhtinsk","Transit agency (Novoshakhtinsk)","Estimated routing"
"Russia","Novoshakhtinsk","ИП Буянова А.В.","Estimated routing"
"Russia","Novoshakhtinsk","ИП Дерюгина Н.С.","Estimated routing"
"Russia","Novoshakhtinsk","ООО Автоасс","Estimated routing"
"Russia","Novoshakhtinsk","ООО Автоколонна #1559","Estimated routing"
"Russia","Novoshakhtinsk","ООО Автолайн","Estimated routing"
"Russia","Novoshakhtinsk","ООО Автолайн г. Зверево","Estimated routing"
"Russia","Novoshakhtinsk","ООО Автотранс","Estimated routing"
"Russia","Novoshakhtinsk","ООО Пассажиргортранс","Estimated routing"
"Russia","Novoshakhtinsk","ООО РостовДонАвто","Estimated routing"
"Russia","Novoshakhtinsk","ООО Южная Пассажирская Компания ООО Янтарь-1 АО АТП #5","Estimated routing"
"Russia","Novosibirsk","000 СРТ","Estimated routing"
"Russia","Novosibirsk","Transit agency (Krasnoobsk)","Estimated routing"
"Russia","Novosibirsk","Transit agency (Mezhdurechensk)","Estimated routing"
"Russia","Novosibirsk","Transit agency (Novosibirsk)","Estimated routing"
"Russia","Novosibirsk","АО «Алтай-Пригород» АО «Экспресс-Пригород»","Estimated routing"
"Russia","Novosibirsk","АО «Кузбасс-Пригород»","Estimated routing"
"Russia","Novosibirsk","АО «Федеральная пассажирская компания»","Estimated routing"
"Russia","Novosibirsk","АО «Экспресс-Пригород»","Estimated routing"
"Russia","Novosibirsk","АО «Экспресс-Пригород» АО «Алтай-Пригород»","Estimated routing"
"Russia","Novosibirsk","АО Краснозёрскавтотранс-1 МКП ПАТП-4 (г. Новосибирск) ИП Киселёв Л.А.","Estimated routing"
"Russia","Novosibirsk","АО Кузбасс-Пригород","Estimated routing"
"Russia","Novosibirsk","АО Новокузнецкое ПАТП МКП ПАТП-4 (Новосибирск)","Estimated routing"
"Russia","Novosibirsk","АО Федеральная пассажирская компания","Estimated routing"
"Russia","Novosibirsk","АО Экспресс-Пригород","Estimated routing"
"Russia","Novosibirsk","АО Экспресс-пригород","Estimated routing"
"Russia","Novosibirsk","Беловское ГПАТП Кузбасса ООО СРТ","Estimated routing"
"Russia","Novosibirsk","ИП Ависова О.П. ИП Чавинкин А.Н.","Estimated routing"
"Russia","Novosibirsk","ИП Бондаренко И. А.","Estimated routing"
"Russia","Novosibirsk","ИП Бондаренко И.А","Estimated routing"
"Russia","Novosibirsk","ИП Бондаренко И.А.","Estimated routing"
"Russia","Novosibirsk","ИП Волобуев А.В. ИП Карлисон В.Н.","Estimated routing"
"Russia","Novosibirsk","ИП Гаврилюк И. А.","Estimated routing"
"Russia","Novosibirsk","ИП Гончаров М. П.","Estimated routing"
"Russia","Novosibirsk","ИП Гончаров М.П.","Estimated routing"
"Russia","Novosibirsk","ИП Гранов С.В.","Estimated routing"
"Russia","Novosibirsk","ИП Гриднев С.Ф.","Estimated routing"
"Russia","Novosibirsk","ИП Екимова Н.В. ООО НордЛайн","Estimated routing"
"Russia","Novosibirsk","ИП Зудилин Н. А. ОАО Каменское ПАТП","Estimated routing"
"Russia","Novosibirsk","ИП Зудилин Н.А.","Estimated routing"
"Russia","Novosibirsk","ИП Калашников О.В.","Estimated routing"
"Russia","Novosibirsk","ИП Калашников О.В. ИП Полнарёва О.М.","Estimated routing"
"Russia","Novosibirsk","ИП Кильгишев М. С. ООО Виктория ООО Лазурит-Н","Estimated routing"
"Russia","Novosibirsk","ИП Кобенко В. А. ИП Копыльцов К. А.","Estimated routing"
"Russia","Novosibirsk","ИП Кобенко В.А.","Estimated routing"
"Russia","Novosibirsk","ИП Ковалёв Н.Г.","Estimated routing"
"Russia","Novosibirsk","ИП Кожанов А.Н.","Estimated routing"
"Russia","Novosibirsk","ИП Кораблин С. А.","Estimated routing"
"Russia","Novosibirsk","ИП Корнев Михаил Александрович","Estimated routing"
"Russia","Novosibirsk","ИП Куранова Л.Ю.","Estimated routing"
"Russia","Novosibirsk","ИП Лавриненко В.В.","Estimated routing"
"Russia","Novosibirsk","ИП Малинкин А.В.","Estimated routing"
"Russia","Novosibirsk","ИП Малюков В. М.","Estimated routing"
"Russia","Novosibirsk","ИП Матюнина Г.А. ИП Кривошапова Т.Н.","Estimated routing"
"Russia","Novosibirsk","ИП Матюнина Г.А. ООО Обь-Транс","Estimated routing"
"Russia","Novosibirsk","ИП Молокова Л.Н.","Estimated routing"
"Russia","Novosibirsk","ИП Мурадханян А.В.","Estimated routing"
"Russia","Novosibirsk","ИП Неверов Р.Ю.","Estimated routing"
"Russia","Novosibirsk","ИП Остапенко Э.А.","Estimated routing"
"Russia","Novosibirsk","ИП Полнарева О. М. ИП Кандаков В. В.","Estimated routing"
"Russia","Novosibirsk","ИП Полнарева О.М.","Estimated routing"
"Russia","Novosibirsk","ИП Поляков В.А.","Estimated routing"
"Russia","Novosibirsk","ИП Прилукова И.А. ИП Полнарева О.М.","Estimated routing"
"Russia","Novosibirsk","ИП Сандомирская А.Ю.","Estimated routing"
"Russia","Novosibirsk","ИП Сарычев В.В.","Estimated routing"
"Russia","Novosibirsk","ИП Сарычев В.В. ИП Калашников О.В.","Estimated routing"
"Russia","Novosibirsk","ИП Сарычев В.В. ООО Диамант-1","Estimated routing"
"Russia","Novosibirsk","ИП Соколов В. Н.","Estimated routing"
"Russia","Novosibirsk","ИП Трунова О.Д. ИП Гаврилюк И.А.","Estimated routing"
"Russia","Novosibirsk","ИП Федорова Т.А.","Estimated routing"
"Russia","Novosibirsk","ИП Федорова Т.А. ИП Фирсов Н.В.","Estimated routing"
"Russia","Novosibirsk","ИП Фирсов Н.В.","Estimated routing"
"Russia","Novosibirsk","ИП Шабалина Л.А. ИП Грицев А.Л. МКП ПАТП-4","Estimated routing"
"Russia","Novosibirsk","ИП Швецов А.С.","Estimated routing"
"Russia","Novosibirsk","ИП Шестакова В.В.","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ МКП ГЭТ Филиал №1","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ Филиал №1","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ Филиал №2","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ Филиал №3","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ Филиал №4","Estimated routing"
"Russia","Novosibirsk","МКП ГЭТ Филиал №5","Estimated routing"
"Russia","Novosibirsk","МКП ПАТП-4","Estimated routing"
"Russia","Novosibirsk","МКП ПАТП-4 (г. Новосибирск) ИП Боровков С.Н. ИП Бухмиллер Б.Е.","Estimated routing"
"Russia","Novosibirsk","МКППАТП-4","Estimated routing"
"Russia","Novosibirsk","МУ Купинское АТП","Estimated routing"
"Russia","Novosibirsk","МУ Ордынское АТП ИП Лядусов А.Н. ООО Сибирь-Альянс ИП Пирко Е.А.","Estimated routing"
"Russia","Novosibirsk","МУП Колыванского района НСО Автосервис","Estimated routing"
"Russia","Novosibirsk","МУП Маслянинскавтотранс ООО Маслянинское АТП ИП Матюк С.Т. ИП Фогель А.В.","Estimated routing"
"Russia","Novosibirsk","МУП Мошковское АТП ИП Лукин Н.Г.","Estimated routing"
"Russia","Novosibirsk","МУП Новосибирский метрополитен","Estimated routing"
"Russia","Novosibirsk","МУП ПАТП №5","Estimated routing"
"Russia","Novosibirsk","МУП ПАТП-5","Estimated routing"
"Russia","Novosibirsk","МУП ПАТП-5","Estimated routing"
"Russia","Novosibirsk","МУП ПАТП-5 ИП Малетин В.П.","Estimated routing"
"Russia","Novosibirsk","МУП Сузунское ПАТП","Estimated routing"
"Russia","Novosibirsk","МУП Сузунское ПАТП ИП Куликов П.Ф. ИП Ковалёва Л.В. ИП Лядусов А.Н.","Estimated routing"
"Russia","Novosibirsk","Междуреченское ГПАТП Кемеровской области","Estimated routing"
"Russia","Novosibirsk","ОАО «РЖД» (АО «Экспресс-Пригород»)","Estimated routing"
"Russia","Novosibirsk","ООО АвтоРегионБус","Estimated routing"
"Russia","Novosibirsk","ООО Автоальянс","Estimated routing"
"Russia","Novosibirsk","ООО Автолига","Estimated routing"
"Russia","Novosibirsk","ООО Автолига ИП Гаврилюк И.А. ИН Некрасов Н.П.","Estimated routing"
"Russia","Novosibirsk","ООО Автопартнер ООО ЛАНР ИП Дмитрусик В.Ф.","Estimated routing"
"Russia","Novosibirsk","ООО Автострада","Estimated routing"
"Russia","Novosibirsk","ООО Автострада ИП Тихонов В.А. ООО Сибтрансавто ИП Бондаренко И.А.","Estimated routing"
"Russia","Novosibirsk","ООО Автотранссиб","Estimated routing"
"Russia","Novosibirsk","ООО Академ Лайн","Estimated routing"
"Russia","Novosibirsk","ООО Академ Лайн ИП Остапенко И.А.","Estimated routing"
"Russia","Novosibirsk","ООО Академ Лайн ИП Остапенко Э.А. ИП Григорьев Д.Г.","Estimated routing"
"Russia","Novosibirsk","ООО АкадемЛайн ИП Кузнецов В. Я. ИП Остапенко Э.А. ООО ГАПП-6","Estimated routing"
"Russia","Novosibirsk","ООО Алтайский перевозчик ООО АП Межобластное","Estimated routing"
"Russia","Novosibirsk","ООО Б3","Estimated routing"
"Russia","Novosibirsk","ООО БП-Транзит","Estimated routing"
"Russia","Novosibirsk","ООО БП-Транзит ООО СВ-Автолайн","Estimated routing"
"Russia","Novosibirsk","ООО БелМарС ООО БелМарС-2005","Estimated routing"
"Russia","Novosibirsk","ООО БелМарС-2005 ООО Транском - Новосибирск","Estimated routing"
"Russia","Novosibirsk","ООО БелМарс","Estimated routing"
"Russia","Novosibirsk","ООО БраМиС","Estimated routing"
"Russia","Novosibirsk","ООО БраМиС ИП Остапенко Э.А.","Estimated routing"
"Russia","Novosibirsk","ООО Виктория (старший товарищества) ООО Лазурит-Н ООО Перевозчик Сибири ИП Ткаченко Е.В. ИП Кондактов А.Н.","Estimated routing"
"Russia","Novosibirsk","ООО Влюмак","Estimated routing"
"Russia","Novosibirsk","ООО Влюмак ИП Зудилин Н. А.","Estimated routing"
"Russia","Novosibirsk","ООО ГАПП-6","Estimated routing"
"Russia","Novosibirsk","ООО ГАПП-6 ИП Дмитрусик В.Ф.","Estimated routing"
"Russia","Novosibirsk","ООО ГАПП-6 ИП Кожанов А.Н.","Estimated routing"
"Russia","Novosibirsk","ООО ГАПП-6 ООО Диамант-1","Estimated routing"
"Russia","Novosibirsk","ООО Демос-С","Estimated routing"
"Russia","Novosibirsk","ООО Диамант-1","Estimated routing"
"Russia","Novosibirsk","ООО Драйв","Estimated routing"
"Russia","Novosibirsk","ООО Ком Пасс","Estimated routing"
"Russia","Novosibirsk","ООО КомПасс","Estimated routing"
"Russia","Novosibirsk","ООО Кочковское АТП","Estimated routing"
"Russia","Novosibirsk","ООО Красный Мамонт","Estimated routing"
"Russia","Novosibirsk","ООО Кузбасские междугородние перевозки ООО СРТ ИП Неверов Р.Ю.","Estimated routing"
"Russia","Novosibirsk","ООО Кузбасские междугородних перевозки МКП ПАТП-4 (Новосибирск) ИП Неверов Р.Ю. ИП Зудилин Н.А.","Estimated routing"
"Russia","Novosibirsk","ООО МК Транс Компани","Estimated routing"
"Russia","Novosibirsk","ООО МПН","Estimated routing"
"Russia","Novosibirsk","ООО Магистраль-ТрансАвто ИП Грицев А.Л.","Estimated routing"
"Russia","Novosibirsk","ООО НИКА","Estimated routing"
"Russia","Novosibirsk","ООО НОВОТЕХ - Авто ИП Федотко Н.Н.","Estimated routing"
"Russia","Novosibirsk","ООО НОВОТЕХ-Авто","Estimated routing"
"Russia","Novosibirsk","ООО НОВОТЕХ-Авто ИП Дмитрусик В.Ф. ООО Сибирь Экспресс","Estimated routing"
"Russia","Novosibirsk","ООО НОВОТЕХ-Авто ООО Сибирь Экспресс ИП Кобенко В.А. ИП Полнарева О.М.","Estimated routing"
"Russia","Novosibirsk","ООО НОВОТЕХ-авто ИП Кривошапова Т. Н. ООО АвтоРегионБус","Estimated routing"
"Russia","Novosibirsk","ООО НСК-АВТО","Estimated routing"
"Russia","Novosibirsk","ООО НСК-Авто ООО СибАвто","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой ПАТП-1","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой ПАТП-1 ООО ОСТА ООО Автолига","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой-ПАТП-1","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой-ПАТП-1 ИП Калашников О.В. ИП Кобенко В.А. ООО Ника","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой-ПАТП-1 ООО Магистраль-ТрансАвто ООО БелМарС-2005 ООО Транском-Новосибирск","Estimated routing"
"Russia","Novosibirsk","ООО Новосибирскпрофстрой-ПАТП-1 ООО Регион-Автоцентр","Estimated routing"
"Russia","Novosibirsk","ООО Новосибтрансавто","Estimated routing"
"Russia","Novosibirsk","ООО ОСТА","Estimated routing"
"Russia","Novosibirsk","ООО Обская Транспортная Компания","Estimated routing"
"Russia","Novosibirsk","ООО Обь-Транс ИП Матюнина Г.А. ИП Золовкин В.Н.","Estimated routing"
"Russia","Novosibirsk","ООО ОбьТранс","Estimated routing"
"Russia","Novosibirsk","ООО ОбьТранс ИП Тихонов В.А.","Estimated routing"
"Russia","Novosibirsk","ООО Обьтранс ООО МК Транскомпани","Estimated routing"
"Russia","Novosibirsk","ООО ПАТП-1118","Estimated routing"
"Russia","Novosibirsk","ООО ПАТП-6","Estimated routing"
"Russia","Novosibirsk","ООО ПАТП-6 ИП Кобенко В. А. ИП Прилукова И. А.","Estimated routing"
"Russia","Novosibirsk","ООО ПКП Лига-Т ООО Сибирь Экспресс ИП Гигин М.А.","Estimated routing"
"Russia","Novosibirsk","ООО ПП ЛОТИОС","Estimated routing"
"Russia","Novosibirsk","ООО Пассажирские перевозки (Барнаул) МКП ПАТП-4 (Новосибирск) ООО НовосибМежГортранс","Estimated routing"
"Russia","Novosibirsk","ООО ПежоСервис","Estimated routing"
"Russia","Novosibirsk","ООО Перевозчик Сибири ИП Кораблин С.А. ИП Панасюк М.В.","Estimated routing"
"Russia","Novosibirsk","ООО РАДУГА","Estimated routing"
"Russia","Novosibirsk","ООО Регион-Автоцентр","Estimated routing"
"Russia","Novosibirsk","ООО Регион-Автоцентр ИП Прилукова И.А.","Estimated routing"
"Russia","Novosibirsk","ООО Регион-автоцентр ООО СИБНИКМА","Estimated routing"
"Russia","Novosibirsk","ООО Речфлот","Estimated routing"
"Russia","Novosibirsk","ООО СВ - Автолайн","Estimated routing"
"Russia","Novosibirsk","ООО СВ-Автолайн ИП Никаншин Г. А. ИП Остапенко Э. А.","Estimated routing"
"Russia","Novosibirsk","ООО СВ-Автолайн ООО МиРос","Estimated routing"
"Russia","Novosibirsk","ООО СД-Регион 54 ИП Костомарова С.Г.","Estimated routing"
"Russia","Novosibirsk","ООО СД-Регион 54 ИП Михайлов С.В.","Estimated routing"
"Russia","Novosibirsk","ООО СИБНИКМА ИП Кандаков В.В.","Estimated routing"
"Russia","Novosibirsk","ООО СИБНИКМА ИП Кобенко В.А. ИП Полнарёва О.М.","Estimated routing"
"Russia","Novosibirsk","ООО СИБНИКМА ИП Матюнина Г.А.","Estimated routing"
"Russia","Novosibirsk","ООО СРТ","Estimated routing"
"Russia","Novosibirsk","ООО СибАвто ООО НСК-Авто","Estimated routing"
"Russia","Novosibirsk","ООО СибАвтотранс","Estimated routing"
"Russia","Novosibirsk","ООО Сибирь Экспресс","Estimated routing"
"Russia","Novosibirsk","ООО Сибирь Экспресс ПКП Лига-Т","Estimated routing"
"Russia","Novosibirsk","ООО СибирьАвтоТур ООО Демос-С","Estimated routing"
"Russia","Novosibirsk","ООО Сибсвязь-Авто","Estimated routing"
"Russia","Novosibirsk","ООО Статус","Estimated routing"
"Russia","Novosibirsk","ООО Техсервис (простое товарищество: ООО ГАПП-6 ИП Хохлов О.Н. ИП Копыльцов К.А. ООО Диамант-1 ИП Платонов Е.А.)","Estimated routing"
"Russia","Novosibirsk","ООО Транском Новосибирск 1","Estimated routing"
"Russia","Novosibirsk","ООО Транском Новосибирск 1 ИП Сандомирская А.Ю. ИП Донской М.А. ИП Кандаков В.Н.","Estimated routing"
"Russia","Novosibirsk","ООО Транском-Новосибирск-1","Estimated routing"
"Russia","Novosibirsk","ООО Транспортная фирма Движение-2000 ООО АП Межобластное ИП Лядусов А.Н.","Estimated routing"
"Russia","Novosibirsk","ООО Урман ООО Статус ООО Транском-Новосибирск 1 ИП Ткаченко Е.В.","Estimated routing"
"Russia","Novosibirsk","ООО ФЕНИКС-АВТО","Estimated routing"
"Russia","Novosibirsk","ООО Экспресс-Газель ООО Автотрейдинг +","Estimated routing"
"Russia","Obninsk","Transit agency (Obninsk)","Estimated routing"
"Russia","Obninsk","АО «Федеральная пассажирская компания»","Estimated routing"
"Russia","Obninsk","АО РЖД/АО Федеральная пассажирская компания","Estimated routing"
"Russia","Obninsk","АО Федеральная пассажирская компания","Estimated routing"
"Russia","Obninsk","АО Центральная ППК","Estimated routing"
"Russia","Obninsk","ГП Автовокзал Калуга","Estimated routing"
"Russia","Obninsk","ЗАО Межавтотранс","Estimated routing"
"Russia","Obninsk","ИП Арутюнян .И.Г.","Estimated routing"
"Russia","Obninsk","ИП Бобков Дмитрий Викторович","Estimated routing"
"Russia","Obninsk","ИП Вдовин .С.И.","Estimated routing"
"Russia","Obninsk","ИП Вдовин С.И.","Estimated routing"
"Russia","Obninsk","ИП Вдовин С.И. ИП Парфёнова Т.Н.","Estimated routing"
"Russia","Obninsk","ИП Новиков А.В.","Estimated routing"
"Russia","Obninsk","ИП Новиков А.В.¹ ООО Эталон-Сервис²","Estimated routing"
"Russia","Obninsk","ИП Цветков Михаил Юрьевич","Estimated routing"
"Russia","Obninsk","МП «ОПАТП»","Estimated routing"
"Russia","Obninsk","МП Обнинское ПАТП","Estimated routing"
"Russia","Obninsk","МУП Жуковское ПАТП","Estimated routing"
"Russia","Obninsk","МУП Хвастовичское АТП","Estimated routing"
"Russia","Obninsk","ОАО «РЖД» (АО «Центральная пригородная пассажирская компания»)","Estimated routing"
"Russia","Obninsk","ОАО Думиничское АТП","Estimated routing"
"Russia","Obninsk","ОАО РЖД/АО Федеральная пассажирская компания","Estimated routing"
"Russia","Obninsk","ОАО Транспортник","Estimated routing"
"Russia","Obninsk","ООО «АвтоРегион+»","Estimated routing"
"Russia","Obninsk","ООО «ВАСАВТО»","Estimated routing"
"Russia","Obninsk","ООО «ВасАвто»","Estimated routing"
"Russia","Obninsk","ООО «Цефей»","Estimated routing"
"Russia","Obninsk","ООО АТП-Мещовское","Estimated routing"
"Russia","Obninsk","ООО АТЭК ООО Мегатранс","Estimated routing"
"Russia","Obninsk","ООО Автомобилист","Estimated routing"
"Russia","Obninsk","ООО Автомобилист-Юхнов","Estimated routing"
"Russia","Obninsk","ООО Авторегион+","Estimated routing"
"Russia","Obninsk","ООО Вираж","Estimated routing"
"Russia","Obninsk","ООО Геокон","Estimated routing"
"Russia","Obninsk","ООО Клён 2","Estimated routing"
"Russia","Obninsk","ООО Комавтотранс","Estimated routing"
"Russia","Obninsk","ООО Мегатранс ООО АТЭК","Estimated routing"
"Russia","Obninsk","ООО ОбнинскЛайн","Estimated routing"
"Russia","Obninsk","ООО Обнинсктрансавто","Estimated routing"
"Russia","Obninsk","ООО ТК АВТОСЕТЬ","Estimated routing"
"Russia","Obninsk","ООО Транспортная компания АвтоСеть","Estimated routing"
"Russia","Obninsk","ООО Унисервис-Логистикс (ООО ТРАНС-УНИСЕРВИС)","Estimated routing"
"Russia","Obninsk","ООО Эталон-Сервис","Estimated routing"
"Russia","Obninsk","ООО компания Восход","Estimated routing"
"Russia","Odintsovo","Transit agency (Odintsovo)","Estimated routing"
"Russia","Odintsovo","АО Группа Автолайн (ООО Аврора)","Estimated routing"
"Russia","Odintsovo","АО Группа Автолайн (ООО Красногорск-Авто)","Estimated routing"
"Russia","Odintsovo","АО Группа Автолайн (ООО ТрансЭкспресс)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 - ПБ г. Звенигород)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 - ПБ г. Можайск)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 Одинцовское ПАТП)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 Одинцовское ПАТП) ИП Шаталов Сергей Иванович","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 Одинцовское ПАТП) ООО Импульс","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 г. Одинцово - производственный участок г. Верея)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 г. Одинцово)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 г. Одинцово)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП № 6 г. Одинцово)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (МАП №6 г. Одинцово)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (Одинцовское ПАТП Звенигородский филиал)","Estimated routing"
"Russia","Odintsovo","АО Мострансавто (Одинцовское ПАТП)","Estimated routing"
"Russia","Odintsovo","АО Центральная ППК","Estimated routing"
"Russia","Odintsovo","ОАО «РЖД» (АО «Центральная пригородная пассажирская компания»)","Estimated routing"
"Russia","Odintsovo","ОАО Группа Автолайн (ООО Компания Автолайн)","Estimated routing"
"Russia","Odintsovo","ООО «Аэроэкспресс»","Estimated routing"
"Russia","Odintsovo","ООО Авто-Хендлер+","Estimated routing"
"Russia","Odintsovo","ООО АвтоХендлер+","Estimated routing"
"Russia","Odintsovo","ООО Ауто","Estimated routing"
"Russia","Odintsovo","ООО Ауто+","Estimated routing"
"Russia","Odintsovo","ООО Домтрансавто","Estimated routing"
"Russia","Odintsovo","ООО Импульс","Estimated routing"
"Russia","Odintsovo","ООО Инсветтранс","Estimated routing"
"Russia","Odintsovo","ООО КЛавто","Estimated routing"
"Russia","Odintsovo","ООО Кубинский автобусный парк","Estimated routing"
"Russia","Odintsovo","ООО МегаТрансАвто","Estimated routing"
"Russia","Odintsovo","ООО ТехноМир","Estimated routing"
"Russia","Odintsovo","ООО Транспорт 21 Век","Estimated routing"
"Russia","Omsk","Transit agency (Omsk)","Estimated routing"
"Russia","Omsk","АО «Омск-пригород»","Estimated routing"
"Russia","Omsk","АО «Федеральная пассажирская компания»","Estimated routing"
"Russia","Omsk","АО Северречфлот","Estimated routing"
"Russia","Omsk","АО ТК Гранд Сервис Экспресс","Estimated routing"
"Russia","Omsk","АО Федеральная пассажирская компания","Estimated routing"
"Russia","Omsk","ИП Акопян Г.О.","Estimated routing"
"Russia","Omsk","ИП Алгазин М.Л.","Estimated routing"
"Russia","Omsk","ИП Алгазин М.Л. ИП Мухаметшин Л.Г.","Estimated routing"
"Russia","Omsk","ИП Алгазин М.Л. ИП Чанов И.В.","Estimated routing"
"Russia","Omsk","ИП Блажко В.А.","Estimated routing"
"Russia","Omsk","ИП Бондаренко А.С.","Estimated routing"
"Russia","Omsk","ИП Валиков А.Б. ИП Каменев И.В.","Estimated routing"
"Russia","Omsk","ИП Ванеев П.М.","Estimated routing"
"Russia","Omsk","ИП Войтенко А.М.","Estimated routing"
"Russia","Omsk","ИП Войтенко А.М. ИП Зубенко Н.А. ИП Чанов И.В.","Estimated routing"
"Russia","Omsk","ИП Войтенко А.М. ИП Лутков Ю.Г.","Estimated routing"
"Russia","Omsk","ИП Войтенко А.М. ИП Трофимчук В.М. ИП Шукшин И.В.","Estimated routing"
"Russia","Omsk","ИП Волошин В.Н. ИП Шукшин И.В.","Estimated routing"
"Russia","Omsk","ИП Гаврилов М.С.","Estimated routing"
"Russia","Omsk","ИП Геворгян В.Г.","Estimated routing"
"Russia","Omsk","ИП Геворгян В.Г. ИП Геворгян Н.В.","Estimated routing"
"Russia","Omsk","ИП Геворгян В.Г. ИП Карташева Л.Д.","Estimated routing"
"Russia","Omsk","ИП Геворгян В.Г. ИП Цепаев А.Г.","Estimated routing"
"Russia","Omsk","ИП Гришин С.А.","Estimated routing"
"Russia","Omsk","ИП Гукасян Х.М.","Estimated routing"
"Russia","Omsk","ИП Доронкин В.Г. ИП Меняйлов И.Н.","Estimated routing"
"Russia","Omsk","ИП Доронкин В.Г. ИП Мухаметшин Л.Г.","Estimated routing"
"Russia","Omsk","ИП Доронкин В.Г. ИП Семыкин Н.Ю.","Estimated routing"
"Russia","Omsk","ИП Дроздова А.А. ИП Локотков М.В. ИП Лутков Ю.Г.","Estimated routing"
"Russia","Omsk","ИП Залялитдинов Ф.Ф.","Estimated routing"
"Russia","Omsk","ИП Залялитдинов Ф.Ф. ИП Локотков М.В.","Estimated routing"
"Russia","Omsk","ИП Залялитдинов Ф.Ф. ИП Торопов В.А.","Estimated routing"
"Russia","Omsk","ИП Захарова Г.И.","Estimated routing"
"Russia","Omsk","ИП Ибрагимов Д.Ю.","Estimated routing"
"Russia","Omsk","ИП Исмаилов Р.А.","Estimated routing"
"Russia","Omsk","ИП Исмаилов Р.А. ИП Петухов И.Н.","Estimated routing"
"Russia","Omsk","ИП Коробейников Д.Н.","Estimated routing"
"Russia","Omsk","ИП Кусаинов К.Ж.","Estimated routing"
"Russia","Omsk","ИП Локотков М.В.","Estimated routing"
"Russia","Omsk","ИП Локотков М.В. ИП Макаров А.И.","Estimated routing"
"Russia","Omsk","ИП Лутков Ю.Г.","Estimated routing"
"Russia","Omsk","ИП Макаров А. И.","Estimated routing"
"Russia","Omsk","ИП Матюнин И.Ю.","Estimated routing"
"Russia","Omsk","ИП Меняйлов И.Н.","Estimated routing"
"Russia","Omsk","ИП Меняйлов И.Н. ИП Петраков А.А.","Estimated routing"
"Russia","Omsk","ИП Оськина Л.И.","Estimated routing"
